AID,Year,Title,Abstract,Authors,DOI,Link
http://arxiv.org/abs/1805.01759v1,2018,"A fast and accurate basis pursuit denoising algorithm with application
  to super-resolving tomographic SAR","  $L_1$ regularization is used for finding sparse solutions to an
underdetermined linear system. As sparse signals are widely expected in remote
sensing, this type of regularization scheme and its extensions have been widely
employed in many remote sensing problems, such as image fusion, target
detection, image super-resolution, and others and have led to promising
results. However, solving such sparse reconstruction problems is
computationally expensive and has limitations in its practical use. In this
paper, we proposed a novel efficient algorithm for solving the complex-valued
$L_1$ regularized least squares problem. Taking the high-dimensional
tomographic synthetic aperture radar (TomoSAR) as a practical example, we
carried out extensive experiments, both with simulation data and real data, to
demonstrate that the proposed approach can retain the accuracy of second order
methods while dramatically speeding up the processing by one or two orders.
Although we have chosen TomoSAR as the example, the proposed method can be
generally applied to any spectral estimation problems.
",Yilei Shi; Xiao Xiang Zhu; Wotao Yin; Richard Bamler,10.48550/arXiv.1805.01759,http://arxiv.org/abs/1805.01759v1
http://arxiv.org/abs/2002.00580v2,2020,"Super-resolution of multispectral satellite images using convolutional
  neural networks","  Super-resolution aims at increasing image resolution by algorithmic means and
has progressed over the recent years due to advances in the fields of computer
vision and deep learning. Convolutional Neural Networks based on a variety of
architectures have been applied to the problem, e.g. autoencoders and residual
networks. While most research focuses on the processing of photographs
consisting only of RGB color channels, little work can be found concentrating
on multi-band, analytic satellite imagery. Satellite images often include a
panchromatic band, which has higher spatial resolution but lower spectral
resolution than the other bands. In the field of remote sensing, there is a
long tradition of applying pan-sharpening to satellite images, i.e. bringing
the multispectral bands to the higher spatial resolution by merging them with
the panchromatic band. To our knowledge there are so far no approaches to
super-resolution which take advantage of the panchromatic band. In this paper
we propose a method to train state-of-the-art CNNs using pairs of
lower-resolution multispectral and high-resolution pan-sharpened image tiles in
order to create super-resolved analytic images. The derived quality metrics
show that the method improves information content of the processed images. We
compare the results created by four CNN architectures, with RedNet30 performing
best.
",M. U. Müller; N. Ekhtiari; R. M. Almeida; C. Rieke,10.5194/isprs-annals-V-1-2020-33-2020,http://arxiv.org/abs/2002.00580v2
http://arxiv.org/abs/2005.10374v4,2020,"Stochastic Super-Resolution for Downscaling Time-Evolving Atmospheric
  Fields with a Generative Adversarial Network","  Generative adversarial networks (GANs) have been recently adopted for
super-resolution, an application closely related to what is referred to as
""downscaling"" in the atmospheric sciences: improving the spatial resolution of
low-resolution images. The ability of conditional GANs to generate an ensemble
of solutions for a given input lends itself naturally to stochastic
downscaling, but the stochastic nature of GANs is not usually considered in
super-resolution applications. Here, we introduce a recurrent, stochastic
super-resolution GAN that can generate ensembles of time-evolving
high-resolution atmospheric fields for an input consisting of a low-resolution
sequence of images of the same field. We test the GAN using two datasets, one
consisting of radar-measured precipitation from Switzerland, the other of cloud
optical thickness derived from the Geostationary Earth Observing Satellite 16
(GOES-16). We find that the GAN can generate realistic, temporally consistent
super-resolution sequences for both datasets. The statistical properties of the
generated ensemble are analyzed using rank statistics, a method adapted from
ensemble weather forecasting; these analyses indicate that the GAN produces
close to the correct amount of variability in its outputs. As the GAN generator
is fully convolutional, it can be applied after training to input images larger
than the images used to train it. It is also able to generate time series much
longer than the training sequences, as demonstrated by applying the generator
to a three-month dataset of the precipitation radar data. The source code to
our GAN is available at https://github.com/jleinonen/downscaling-rnn-gan.
",Jussi Leinonen; Daniele Nerini; Alexis Berne,10.1109/TGRS.2020.3032790,http://arxiv.org/abs/2005.10374v4
http://arxiv.org/abs/2001.06342v1,2020,"DeepSUM++: Non-local Deep Neural Network for Super-Resolution of
  Unregistered Multitemporal Images","  Deep learning methods for super-resolution of a remote sensing scene from
multiple unregistered low-resolution images have recently gained attention
thanks to a challenge proposed by the European Space Agency. This paper
presents an evolution of the winner of the challenge, showing how incorporating
non-local information in a convolutional neural network allows to exploit
self-similar patterns that provide enhanced regularization of the
super-resolution problem. Experiments on the dataset of the challenge show
improved performance over the state-of-the-art, which does not exploit
non-local information.
",Andrea Bordone Molini; Diego Valsesia; Giulia Fracastoro; Enrico Magli,10.48550/arXiv.2001.06342,http://arxiv.org/abs/2001.06342v1
http://arxiv.org/abs/2004.08522v1,2020,"Super-Resolution-based Snake Model -- An Unsupervised Method for
  Large-Scale Building Extraction using Airborne LiDAR Data and Optical Image","  Automatic extraction of buildings in urban and residential scenes has become
a subject of growing interest in the domain of photogrammetry and remote
sensing, particularly since mid-1990s. Active contour model, colloquially known
as snake model, has been studied to extract buildings from aerial and satellite
imagery. However, this task is still very challenging due to the complexity of
building size, shape, and its surrounding environment. This complexity leads to
a major obstacle for carrying out a reliable large-scale building extraction,
since the involved prior information and assumptions on building such as shape,
size, and color cannot be generalized over large areas. This paper presents an
efficient snake model to overcome such challenge, called Super-Resolution-based
Snake Model (SRSM). The SRSM operates on high-resolution LiDAR-based elevation
images -- called z-images -- generated by a super-resolution process applied to
LiDAR data. The involved balloon force model is also improved to shrink or
inflate adaptively, instead of inflating the snake continuously. This method is
applicable for a large scale such as city scale and even larger, while having a
high level of automation and not requiring any prior knowledge nor training
data from the urban scenes (hence unsupervised). It achieves high overall
accuracy when tested on various datasets. For instance, the proposed SRSM
yields an average area-based Quality of 86.57% and object-based Quality of
81.60% on the ISPRS Vaihingen benchmark datasets. Compared to other methods
using this benchmark dataset, this level of accuracy is highly desirable even
for a supervised method. Similarly desirable outcomes are obtained when
carrying out the proposed SRSM on the whole City of Quebec (total area of 656
km2), yielding an area-based Quality of 62.37% and an object-based Quality of
63.21%.
",Thanh Huy Nguyen; Sylvie Daniel; Didier Gueriot; Christophe Sintes; Jean-Marc Le Caillec,10.3390/rs12111702,http://arxiv.org/abs/2004.08522v1
http://arxiv.org/abs/2210.02745v2,2022,MuS2: A Real-World Benchmark for Sentinel-2 Multi-Image Super-Resolution,"  Insufficient image spatial resolution is a serious limitation in many
practical scenarios, especially when acquiring images at a finer scale is
infeasible or brings higher costs. This is inherent to remote sensing,
including Sentinel-2 satellite images that are available free of charge at a
high revisit frequency, but whose spatial resolution is limited to 10 m ground
sampling distance. The resolution can be increased with super-resolution
algorithms, in particular when performed from multiple images captured at
subsequent revisits of a satellite, taking advantage of information fusion that
leads to enhanced reconstruction accuracy. One of the obstacles in multi-image
super-resolution consists in the scarcity of real-world benchmarks - commonly,
simulated data are exploited which do not fully reflect the operating
conditions. In this paper, we introduce a new MuS2 benchmark for
super-resolving multiple Sentinel-2 images, with WorldView-2 imagery used as
the high-resolution reference. Within MuS2, we publish the first end-to-end
evaluation procedure for this problem which we expect to help the researchers
in advancing the state of the art in multi-image super-resolution.
",Pawel Kowaleczko; Tomasz Tarasiewicz; Maciej Ziaja; Daniel Kostrzewa; Jakub Nalepa; Przemyslaw Rokita; Michal Kawulok,10.48550/arXiv.2210.02745,http://arxiv.org/abs/2210.02745v2
http://arxiv.org/abs/2210.07598v1,2022,"Lightweight Stepless Super-Resolution of Remote Sensing Images via
  Saliency-Aware Dynamic Routing Strategy","  Deep learning-based algorithms have greatly improved the performance of
remote sensing image (RSI) super-resolution (SR). However, increasing network
depth and parameters cause a huge burden of computing and storage. Directly
reducing the depth or width of existing models results in a large performance
drop. We observe that the SR difficulty of different regions in an RSI varies
greatly, and existing methods use the same deep network to process all regions
in an image, resulting in a waste of computing resources. In addition, existing
SR methods generally predefine integer scale factors and cannot perform
stepless SR, i.e., a single model can deal with any potential scale factor.
Retraining the model on each scale factor wastes considerable computing
resources and model storage space. To address the above problems, we propose a
saliency-aware dynamic routing network (SalDRN) for lightweight and stepless SR
of RSIs. First, we introduce visual saliency as an indicator of region-level SR
difficulty and integrate a lightweight saliency detector into the SalDRN to
capture pixel-level visual characteristics. Then, we devise a saliency-aware
dynamic routing strategy that employs path selection switches to adaptively
select feature extraction paths of appropriate depth according to the SR
difficulty of sub-image patches. Finally, we propose a novel lightweight
stepless upsampling module whose core is an implicit feature function for
realizing mapping from low-resolution feature space to high-resolution feature
space. Comprehensive experiments verify that the SalDRN can achieve a good
trade-off between performance and complexity. The code is available at
\url{https://github.com/hanlinwu/SalDRN}.
",Hanlin Wu; Ning Ni; Libao Zhang,10.1109/TGRS.2023.3236624,http://arxiv.org/abs/2210.07598v1
http://arxiv.org/abs/2210.07751v1,2022,"Blind Super-Resolution for Remote Sensing Images via Conditional
  Stochastic Normalizing Flows","  Remote sensing images (RSIs) in real scenes may be disturbed by multiple
factors such as optical blur, undersampling, and additional noise, resulting in
complex and diverse degradation models. At present, the mainstream SR
algorithms only consider a single and fixed degradation (such as bicubic
interpolation) and cannot flexibly handle complex degradations in real scenes.
Therefore, designing a super-resolution (SR) model that can cope with various
degradations is gradually attracting the attention of researchers. Some studies
first estimate the degradation kernels and then perform degradation-adaptive SR
but face the problems of estimation error amplification and insufficient
high-frequency details in the results. Although blind SR algorithms based on
generative adversarial networks (GAN) have greatly improved visual quality,
they still suffer from pseudo-texture, mode collapse, and poor training
stability. In this article, we propose a novel blind SR framework based on the
stochastic normalizing flow (BlindSRSNF) to address the above problems.
BlindSRSNF learns the conditional probability distribution over the
high-resolution image space given a low-resolution (LR) image by explicitly
optimizing the variational bound on the likelihood. BlindSRSNF is easy to train
and can generate photo-realistic SR results that outperform GAN-based models.
Besides, we introduce a degradation representation strategy based on
contrastive learning to avoid the error amplification problem caused by the
explicit degradation estimation. Comprehensive experiments show that the
proposed algorithm can obtain SR results with excellent visual perception
quality on both simulated LR and real-world RSIs.
",Hanlin Wu; Ning Ni; Shan Wang; Libao Zhang,10.48550/arXiv.2210.07751,http://arxiv.org/abs/2210.07751v1
http://arxiv.org/abs/2103.09699v1,2021,"ShipSRDet: An End-to-End Remote Sensing Ship Detector Using
  Super-Resolved Feature Representation","  High-resolution remote sensing images can provide abundant appearance
information for ship detection. Although several existing methods use image
super-resolution (SR) approaches to improve the detection performance, they
consider image SR and ship detection as two separate processes and overlook the
internal coherence between these two correlated tasks. In this paper, we
explore the potential benefits introduced by image SR to ship detection, and
propose an end-to-end network named ShipSRDet. In our method, we not only feed
the super-resolved images to the detector but also integrate the intermediate
features of the SR network with those of the detection network. In this way,
the informative feature representation extracted by the SR network can be fully
used for ship detection. Experimental results on the HRSC dataset validate the
effectiveness of our method. Our ShipSRDet can recover the missing details from
the input image and achieves promising ship detection performance.
",Shitian He; Huanxin Zou; Yingqian Wang; Runlin Li; Fei Cheng,10.48550/arXiv.2103.09699,http://arxiv.org/abs/2103.09699v1
http://arxiv.org/abs/2105.07322v1,2021,"Unsupervised Super-Resolution of Satellite Imagery for High Fidelity
  Material Label Transfer","  Urban material recognition in remote sensing imagery is a highly relevant,
yet extremely challenging problem due to the difficulty of obtaining human
annotations, especially on low resolution satellite images. To this end, we
propose an unsupervised domain adaptation based approach using adversarial
learning. We aim to harvest information from smaller quantities of high
resolution data (source domain) and utilize the same to super-resolve low
resolution imagery (target domain). This can potentially aid in semantic as
well as material label transfer from a richly annotated source to a target
domain.
",Arthita Ghosh; Max Ehrlich; Larry Davis; Rama Chellappa,10.1109/IGARSS.2019.8900639,http://arxiv.org/abs/2105.07322v1
http://arxiv.org/abs/1906.10413v1,2019,"A CNN-Based Super-Resolution Technique for Active Fire Detection on
  Sentinel-2 Data","  Remote Sensing applications can benefit from a relatively fine spatial
resolution multispectral (MS) images and a high revisit frequency ensured by
the twin satellites Sentinel-2. Unfortunately, only four out of thirteen bands
are provided at the highest resolution of 10 meters, and the others at 20 or 60
meters. For instance the Short-Wave Infrared (SWIR) bands, provided at 20
meters, are very useful to detect active fires. Aiming to a more detailed
Active Fire Detection (AFD) maps, we propose a super-resolution data fusion
method based on Convolutional Neural Network (CNN) to move towards the 10-m
spatial resolution the SWIR bands. The proposed CNN-based solution achieves
better results than alternative methods in terms of some accuracy metrics.
Moreover we test the super-resolved bands from an application point of view by
monitoring active fire through classic indices. Advantages and limits of our
proposed approach are validated on specific geographical area (the mount
Vesuvius, close to Naples) that was damaged by widespread fires during the
summer of 2017.
",Massimiliano Gargiulo; Domenico Antonio Giuseppe Dell'Aglio; Antonio Iodice; Daniele Riccio; Giuseppe Ruello,10.48550/arXiv.1906.10413,http://arxiv.org/abs/1906.10413v1
http://arxiv.org/abs/1907.12728v1,2019,"Is There Any Recovery Guarantee with Coupled Structured Matrix
  Factorization for Hyperspectral Super-Resolution?","  Coupled structured matrix factorization (CoSMF) for hyperspectral
super-resolution (HSR) has recently drawn significant interest in hyperspectral
imaging for remote sensing. Presently there is very few work that studies the
theoretical recovery guarantees of CoSMF. This paper makes one such endeavor by
considering the CoSMF formulation by Wei et al., which, simply speaking, is
similar to coupled non-negative matrix factorization. Assuming no noise, we
show sufficient conditions under which the globably optimal solution to the
CoSMF problem is guaranteed to deliver certain recovery accuracies. Our
analysis suggests that sparsity and the pure-pixel (or separability) condition
play a hidden role in enabling CoSMF to achieve some good recovery
characteristics.
",Huikang Liu; Ruiyuan Wu; Wing-Kin Ma,10.48550/arXiv.1907.12728,http://arxiv.org/abs/1907.12728v1
http://arxiv.org/abs/2011.05586v2,2020,"Strict Enforcement of Conservation Laws and Invertibility in CNN-Based
  Super Resolution for Scientific Datasets","  Recently, deep Convolutional Neural Networks (CNNs) have revolutionized image
super-resolution (SR), dramatically outperforming past methods for enhancing
image resolution. They could be a boon for the many scientific fields that
involve image or gridded datasets: satellite remote sensing, radar meteorology,
medical imaging, numerical modeling etc. Unfortunately, while SR-CNNs produce
visually compelling outputs, they may break physical conservation laws when
applied to scientific datasets. Here, a method for ``Downsampling Enforcement""
in SR-CNNs is proposed. A differentiable operator is derived that, when applied
as the final transfer function of a CNN, ensures the high resolution outputs
exactly reproduce the low resolution inputs under 2D-average downsampling while
improving performance of the SR schemes. The method is demonstrated across
seven modern CNN-based SR schemes on several benchmark image datasets, and
applications to weather radar, satellite imager, and climate model data are
also shown. The approach improves training time and performance while ensuring
physical consistency between the super-resolved and low resolution data.
",Andrew Geiss; Joseph C. Hardin,10.48550/arXiv.2011.05586,http://arxiv.org/abs/2011.05586v2
http://arxiv.org/abs/2103.06270v1,2021,"Super-Resolving Beyond Satellite Hardware Using Realistically Degraded
  Images","  Modern deep Super-Resolution (SR) networks have established themselves as
valuable techniques in image reconstruction and enhancement. However, these
networks are normally trained and tested on benchmark image data that lacks the
typical image degrading noise present in real images. In this paper, we test
the feasibility of using deep SR in real remote sensing payloads by assessing
SR performance in reconstructing realistically degraded satellite images. We
demonstrate that a state-of-the-art SR technique called Enhanced Deep
Super-Resolution Network (EDSR), without domain specific pre-training, can
recover encoded pixel data on images with poor ground sampling distance,
provided the ground resolved distance is sufficient. However, this recovery
varies amongst selected geographical types. Our results indicate that custom
training has potential to further improve reconstruction of overhead imagery,
and that new satellite hardware should prioritise optical performance over
minimising pixel size as deep SR can overcome a lack of the latter but not the
former.
",Jack White; Alex Codoreanu; Ignacio Zuleta; Colm Lynch; Giovanni Marchisio; Stephen Petrie; Alan R. Duffy,10.48550/arXiv.2103.06270,http://arxiv.org/abs/2103.06270v1
http://arxiv.org/abs/2105.12409v1,2021,"Permutation invariance and uncertainty in multitemporal image
  super-resolution","  Recent advances have shown how deep neural networks can be extremely
effective at super-resolving remote sensing imagery, starting from a
multitemporal collection of low-resolution images. However, existing models
have neglected the issue of temporal permutation, whereby the temporal ordering
of the input images does not carry any relevant information for the
super-resolution task and causes such models to be inefficient with the, often
scarce, ground truth data that available for training. Thus, models ought not
to learn feature extractors that rely on temporal ordering. In this paper, we
show how building a model that is fully invariant to temporal permutation
significantly improves performance and data efficiency. Moreover, we study how
to quantify the uncertainty of the super-resolved image so that the final user
is informed on the local quality of the product. We show how uncertainty
correlates with temporal variation in the series, and how quantifying it
further improves model performance. Experiments on the Proba-V challenge
dataset show significant improvements over the state of the art without the
need for self-ensembling, as well as improved data efficiency, reaching the
performance of the challenge winner with just 25% of the training data.
",Diego Valsesia; Enrico Magli,10.1109/TGRS.2021.3130673,http://arxiv.org/abs/2105.12409v1
http://arxiv.org/abs/2106.07066v1,2021,"Enhanced Hyperspectral Image Super-Resolution via RGB Fusion and TV-TV
  Minimization","  Hyperspectral (HS) images contain detailed spectral information that has
proven crucial in applications like remote sensing, surveillance, and
astronomy. However, because of hardware limitations of HS cameras, the captured
images have low spatial resolution. To improve them, the low-resolution
hyperspectral images are fused with conventional high-resolution RGB images via
a technique known as fusion based HS image super-resolution. Currently, the
best performance in this task is achieved by deep learning (DL) methods. Such
methods, however, cannot guarantee that the input measurements are satisfied in
the recovered image, since the learned parameters by the network are applied to
every test image. Conversely, model-based algorithms can typically guarantee
such measurement consistency. Inspired by these observations, we propose a
framework that integrates learning and model based methods. Experimental
results show that our method produces images of superior spatial and spectral
resolution compared to the current leading methods, whether model- or DL-based.
",Marija Vella; Bowen Zhang; Wei Chen; João F. C. Mota,10.48550/arXiv.2106.07066,http://arxiv.org/abs/2106.07066v1
http://arxiv.org/abs/2110.10109v1,2021,"In-Orbit Lunar Satellite Image Super Resolution for Selective Data
  Transmission","  Rapid technological advancements have tremendously increased the data
acquisition capabilities of remote sensing satellites. However, the data
utilization efficiency in satellite missions is very low. This growing data
also escalates the cost required for data downlink transmission and
post-processing. Selective data transmission based on in-orbit inferences will
address these issues to a great extent. Therefore, to decrease the cost of the
satellite mission, we propose a novel system design for selective data
transmission, based on in-orbit inferences. As the resolution of images plays a
critical role in making precise inferences, we also include in-orbit
super-resolution (SR) in the system design. We introduce a new image
reconstruction technique and a unique loss function to enable the execution of
the SR model on low-power devices suitable for satellite environments. We
present a residual dense non-local attention network (RDNLA) that provides
enhanced super-resolution outputs to improve the SR performance. SR experiments
on Kaguya digital ortho maps (DOMs) demonstrate that the proposed SR algorithm
outperforms the residual dense network (RDN) in terms of PSNR and
block-sensitive PSNR by a margin of +0.1 dB and +0.19 dB, respectively. The
proposed SR system consumes 48% less memory and 67% less peak instantaneous
power than the standard SR model, RDN, making it more suitable for execution on
a low-powered device platform.
",Atal Tewari; Chennuri Prateek; Nitin Khanna,10.48550/arXiv.2110.10109,http://arxiv.org/abs/2110.10109v1
http://arxiv.org/abs/2110.11591v1,2021,"Model Inspired Autoencoder for Unsupervised Hyperspectral Image
  Super-Resolution","  This paper focuses on hyperspectral image (HSI) super-resolution that aims to
fuse a low-spatial-resolution HSI and a high-spatial-resolution multispectral
image to form a high-spatial-resolution HSI (HR-HSI). Existing deep
learning-based approaches are mostly supervised that rely on a large number of
labeled training samples, which is unrealistic. The commonly used model-based
approaches are unsupervised and flexible but rely on hand-craft priors.
Inspired by the specific properties of model, we make the first attempt to
design a model inspired deep network for HSI super-resolution in an
unsupervised manner. This approach consists of an implicit autoencoder network
built on the target HR-HSI that treats each pixel as an individual sample. The
nonnegative matrix factorization (NMF) of the target HR-HSI is integrated into
the autoencoder network, where the two NMF parts, spectral and spatial
matrices, are treated as decoder parameters and hidden outputs respectively. In
the encoding stage, we present a pixel-wise fusion model to estimate hidden
outputs directly, and then reformulate and unfold the model's algorithm to form
the encoder network. With the specific architecture, the proposed network is
similar to a manifold prior-based model, and can be trained patch by patch
rather than the entire image. Moreover, we propose an additional unsupervised
network to estimate the point spread function and spectral response function.
Experimental results conducted on both synthetic and real datasets demonstrate
the effectiveness of the proposed approach.
",Jianjun Liu; Zebin Wu; Liang Xiao; Xiao-Jun Wu,10.1109/TGRS.2022.3143156,http://arxiv.org/abs/2110.11591v1
http://arxiv.org/abs/1710.05705v4,2017,"Blind Image Fusion for Hyperspectral Imaging with the Directional Total
  Variation","  Hyperspectral imaging is a cutting-edge type of remote sensing used for
mapping vegetation properties, rock minerals and other materials. A major
drawback of hyperspectral imaging devices is their intrinsic low spatial
resolution. In this paper, we propose a method for increasing the spatial
resolution of a hyperspectral image by fusing it with an image of higher
spatial resolution that was obtained with a different imaging modality. This is
accomplished by solving a variational problem in which the regularization
functional is the directional total variation. To accommodate for possible
mis-registrations between the two images, we consider a non-convex blind
super-resolution problem where both a fused image and the corresponding
convolution kernel are estimated. Using this approach, our model can realign
the given images if needed. Our experimental results indicate that the
non-convexity is negligible in practice and that reliable solutions can be
computed using a variety of different optimization algorithms. Numerical
results on real remote sensing data from plant sciences and urban monitoring
show the potential of the proposed method and suggests that it is robust with
respect to the regularization parameters, mis-registration and the shape of the
kernel.
",Leon Bungert; David A. Coomes; Matthias J. Ehrhardt; Jennifer Rasch; Rafael Reisenhofer; Carola-Bibiane Schönlieb,10.1088/1361-6420/aaaf63,http://arxiv.org/abs/1710.05705v4
http://arxiv.org/abs/1711.02549v3,2017,Remote Sensing Image Fusion Based on Two-stream Fusion Network,"  Remote sensing image fusion (also known as pan-sharpening) aims at generating
high resolution multi-spectral (MS) image from inputs of a high spatial
resolution single band panchromatic (PAN) image and a low spatial resolution
multi-spectral image. Inspired by the astounding achievements of convolutional
neural networks (CNNs) in a variety of computer vision tasks, in this paper, we
propose a two-stream fusion network (TFNet) to address the problem of
pan-sharpening. Unlike previous CNN based methods that consider pan-sharpening
as a super resolution problem and perform pan-sharpening in pixel level, the
proposed TFNet aims to fuse PAN and MS images in feature level and reconstruct
the pan-sharpened image from the fused features. The TFNet mainly consists of
three parts. The first part is comprised of two networks extracting features
from PAN and MS images, respectively. The subsequent network fuses them
together to form compact features that represent both spatial and spectral
information of PAN and MS images, simultaneously. Finally, the desired high
spatial resolution MS image is recovered from the fused features through an
image reconstruction network. Experiments on Quickbird and \mbox{GaoFen-1}
satellite images demonstrate that the proposed TFNet can fuse PAN and MS
images, effectively, and produce pan-sharpened images competitive with even
superior to state of the arts.
",Xiangyu Liu; Qingjie Liu; Yunhong Wang,10.48550/arXiv.1711.02549,http://arxiv.org/abs/1711.02549v3
http://arxiv.org/abs/2212.09360v1,2022,"AI Security for Geoscience and Remote Sensing: Challenges and Future
  Trends","  Recent advances in artificial intelligence (AI) have significantly
intensified research in the geoscience and remote sensing (RS) field. AI
algorithms, especially deep learning-based ones, have been developed and
applied widely to RS data analysis. The successful application of AI covers
almost all aspects of Earth observation (EO) missions, from low-level vision
tasks like super-resolution, denoising, and inpainting, to high-level vision
tasks like scene classification, object detection, and semantic segmentation.
While AI techniques enable researchers to observe and understand the Earth more
accurately, the vulnerability and uncertainty of AI models deserve further
attention, considering that many geoscience and RS tasks are highly
safety-critical. This paper reviews the current development of AI security in
the geoscience and RS field, covering the following five important aspects:
adversarial attack, backdoor attack, federated learning, uncertainty, and
explainability. Moreover, the potential opportunities and trends are discussed
to provide insights for future research. To the best of the authors' knowledge,
this paper is the first attempt to provide a systematic review of AI
security-related research in the geoscience and RS community. Available code
and datasets are also listed in the paper to move this vibrant field of
research forward.
",Yonghao Xu; Tao Bai; Weikang Yu; Shizhen Chang; Peter M. Atkinson; Pedram Ghamisi,10.48550/arXiv.2212.09360,http://arxiv.org/abs/2212.09360v1
http://arxiv.org/abs/1909.13817v2,2019,"Coarse-to-Fine Registration of Airborne LiDAR Data and Optical Imagery
  on Urban Scenes","  Applications based on synergistic integration of optical imagery and LiDAR
data are receiving a growing interest from the remote sensing community.
However, a misaligned integration between these datasets may fail to fully
profit the potential of both sensors. In this regard, an optimum fusion of
optical imagery and LiDAR data requires an accurate registration. This is a
complex problem since a versatile solution is still missing, especially when
considering the context where data are collected at different times, from
different platforms, under different acquisition configurations. This paper
presents a coarse-to-fine registration method of aerial/satellite optical
imagery with airborne LiDAR data acquired in such context. Firstly, a coarse
registration involves extracting and matching of buildings from LiDAR data and
optical imagery. Then, a Mutual Information-based fine registration is carried
out. It involves a super-resolution approach applied to LiDAR data, and a local
approach of transformation model estimation. The proposed method succeeds at
overcoming the challenges associated with the aforementioned difficult context.
Considering the experimented airborne LiDAR (2011) and orthorectified aerial
imagery (2016) datasets, their spatial shift is reduced by 48.15% after the
proposed coarse registration. Moreover, the incompatibility of size and spatial
resolution is addressed by the mentioned super-resolution. Finally, a high
accuracy of dataset alignment is also achieved, highlighted by a 40-cm error
based on a check-point assessment and a 64-cm error based on a check-pair-line
assessment. These promising results enable further research for a complete
versatile fusion methodology between airborne LiDAR and optical imagery data in
this challenging context.
",Thanh Huy Nguyen; Sylvie Daniel; Didier Gueriot; Christophe Sintes; Jean-Marc Le Caillec,10.1109/JSTARS.2020.2987305,http://arxiv.org/abs/1909.13817v2
http://arxiv.org/abs/1907.01149v2,2019,"Hyperspectral Super-Resolution via Global-Local Low-Rank Matrix
  Estimation","  Hyperspectral super-resolution (HSR) is a problem that aims to estimate an
image of high spectral and spatial resolutions from a pair of co-registered
multispectral (MS) and hyperspectral (HS) images, which have coarser spectral
and spatial resolutions, respectively. In this paper we pursue a low-rank
matrix estimation approach for HSR. We assume that the spectral-spatial
matrices associated with the whole image and the local areas of the image have
low-rank structures. The local low-rank assumption, in particular, has the aim
of providing a more flexible model for accounting for local variation effects
due to endmember variability. We formulate the HSR problem as a global-local
rank-regularized least-squares problem. By leveraging on the recent advances in
non-convex large-scale optimization, namely, the smooth Schatten-p
approximation and the accelerated majorization-minimization method, we develop
an efficient algorithm for the global-local low-rank problem. Numerical
experiments on synthetic, semi-real and real data show that the proposed
algorithm outperforms a number of benchmark algorithms in terms of recovery
performance.
",Ruiyuan Wu; Wing-Kin Ma; Xiao Fu; Qiang Li,10.1109/TGRS.2020.2979908,http://arxiv.org/abs/1907.01149v2
http://arxiv.org/abs/1909.09183v3,2019,"Hybrid Inexact BCD for Coupled Structured Matrix Factorization in
  Hyperspectral Super-Resolution","  This paper develops a first-order optimization method for coupled structured
matrix factorization (CoSMF) problems that arise in the context of
hyperspectral super-resolution (HSR) in remote sensing. To best leverage the
problem structures for computational efficiency, we introduce a hybrid inexact
block coordinate descent (HiBCD) scheme wherein one coordinate is updated via
the fast proximal gradient (FPG) method, while another via the Frank-Wolfe (FW)
method. The FPG-type methods are known to take less number of iterations to
converge, by numerical experience, while the FW-type methods can offer lower
per-iteration complexity in certain cases; and we wish to take the best of
both. We show that the limit points of this HiBCD scheme are stationary. Our
proof treats HiBCD as an optimization framework for a class of multi-block
structured optimization problems, and our stationarity claim is applicable not
only to CoSMF but also to many other problems. Previous optimization research
showed the same stationarity result for inexact block coordinate descent with
either FPG or FW updates only. Numerical results indicate that the proposed
HiBCD scheme is computationally much more efficient than the state-of-the-art
CoSMF schemes in HSR.
",Ruiyuan Wu; Hoi-To Wai; Wing-Kin Ma,10.1109/TSP.2020.2975910,http://arxiv.org/abs/1909.09183v3
http://arxiv.org/abs/1912.06013v2,2019,"An Approach to Super-Resolution of Sentinel-2 Images Based on Generative
  Adversarial Networks","  This paper presents a generative adversarial network based super-resolution
(SR) approach (which is called as S2GAN) to enhance the spatial resolution of
Sentinel-2 spectral bands. The proposed approach consists of two main steps.
The first step aims to increase the spatial resolution of the bands with 20m
and 60m spatial resolutions by the scaling factors of 2 and 6, respectively. To
this end, we introduce a generator network that performs SR on the lower
resolution bands with the guidance of the bands associated to 10m spatial
resolution by utilizing the convolutional layers with residual connections and
a long skip-connection between inputs and outputs. The second step aims to
distinguish SR bands from their ground truth bands. This is achieved by the
proposed discriminator network, which alternately characterizes the high level
features of the two sets of bands and applying binary classification on the
extracted features. Then, we formulate the adversarial learning of the
generator and discriminator networks as a min-max game. In this learning
procedure, the generator aims to produce realistic SR bands as much as possible
so that the discriminator incorrectly classifies SR bands. Experimental results
obtained on different Sentinel-2 images show the effectiveness of the proposed
approach compared to both conventional and deep learning based SR approaches.
",Kexin Zhang; Gencer Sumbul; Begüm Demir,10.1109/M2GARSS47143.2020.9105165,http://arxiv.org/abs/1912.06013v2
